City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Sultanpur,IN,26.2667,82.0667,83.28,14,2,6.04,clear sky
463,Olavarria,AR,-36.8927,-60.3225,55.67,56,0,4.45,clear sky
464,Bay City,US,43.5945,-83.8889,48.65,38,75,31.07,broken clouds
465,Birjand,IR,32.8663,59.2211,63.07,14,0,4.61,clear sky
466,Flin Flon,CA,54.7682,-101.865,19.24,35,100,18.41,overcast clouds
467,Vao,NC,-22.6667,167.4833,76.89,82,58,13.2,broken clouds
468,Gualaquiza,EC,-3.4,-78.55,70.95,95,93,1.81,light rain
469,Brainerd,US,46.358,-94.2008,30.22,69,100,14.97,overcast clouds
470,Sekoma,BW,-24.4,23.8833,68.16,34,0,8.19,clear sky
471,Cartagena,CO,10.3997,-75.5144,87.42,66,20,11.5,few clouds
472,Hervey Bay,AU,-25.2986,152.8535,68.02,83,73,10.0,broken clouds
473,Gien,FR,47.6933,2.6309,54.45,76,84,4.83,broken clouds
474,Sishui,CN,35.6489,117.2758,48.58,39,95,9.35,overcast clouds
475,Beloha,MG,-25.1667,45.05,75.0,79,80,5.82,broken clouds
476,Portland,US,45.5234,-122.6762,51.62,69,75,14.97,broken clouds
477,Bergerac,FR,44.8333,0.5,58.77,87,0,0.0,clear sky
478,Eregli,TR,37.5133,34.0467,43.92,48,0,2.01,clear sky
479,Talcahuano,CL,-36.7167,-73.1167,53.28,87,100,12.66,overcast clouds
480,Saskylakh,RU,71.9167,114.0833,-11.7,99,100,5.17,overcast clouds
481,Shihezi,CN,44.3,86.0333,44.42,22,0,5.48,clear sky
482,Cap Malheureux,MU,-19.9842,57.6142,78.48,73,14,8.01,few clouds
483,Kemijarvi,FI,66.7131,27.4306,28.83,94,21,5.35,few clouds
484,Hudiksvall,SE,61.729,17.1036,33.37,93,19,5.46,few clouds
485,Krabi,TH,8.0726,98.9105,84.06,76,20,2.3,few clouds
486,Coahuayana,MX,18.7333,-103.6833,87.22,42,100,7.11,overcast clouds
487,Ust-Uda,RU,54.1742,103.0304,27.93,90,97,3.18,overcast clouds
488,Iracoubo,GF,5.4802,-53.2011,77.36,87,73,14.79,light rain
489,Derzhavinsk,KZ,51.1,66.3167,53.65,55,0,9.8,clear sky
490,Saquena,PE,-4.6667,-73.5167,77.38,96,89,2.64,overcast clouds
491,Vardo,NO,70.3705,31.1107,32.07,87,47,10.36,scattered clouds
492,Zwedru,LR,6.0667,-8.1281,74.73,96,99,3.42,light rain
493,Sioux Lookout,CA,50.1001,-91.917,28.47,69,100,6.91,overcast clouds
494,Narrabri,AU,-30.3167,149.7833,61.52,77,0,3.0,clear sky
495,Tatawin,TN,32.9297,10.4518,64.98,63,100,7.63,overcast clouds
496,College,US,64.8569,-147.8028,46.35,44,0,6.91,clear sky
497,Manavgat,TR,36.7867,31.4431,55.29,58,12,3.62,few clouds
498,Rawson,AR,-43.3002,-65.1023,73.35,23,7,18.45,clear sky
499,Severomuysk,RU,56.1481,113.4267,16.72,96,100,6.62,snow
500,Kovdor,RU,67.5662,30.4758,25.79,98,73,1.88,broken clouds
501,Henties Bay,NA,-22.116,14.2845,60.94,83,0,6.73,clear sky
502,Aswan,EG,24.0934,32.907,75.18,12,0,13.29,clear sky
503,Mandalgovi,MN,45.7625,106.2708,28.24,40,100,8.41,overcast clouds
504,Shingu,JP,33.7333,135.9833,62.24,97,100,8.48,overcast clouds
505,Stornoway,GB,58.2093,-6.3865,49.96,87,75,10.36,light intensity drizzle
506,Gombe,NG,10.2897,11.1673,86.09,49,94,14.45,overcast clouds
507,Edd,ER,13.9297,41.6925,89.44,35,60,17.45,broken clouds
508,Mweka,CD,-4.85,21.5667,69.85,98,100,1.45,light rain
509,Nelson Bay,AU,-32.7167,152.15,64.0,95,56,3.04,light rain
510,Ugoofaaru,MV,5.6667,73.0,84.04,75,100,9.28,overcast clouds
511,Jos,NG,9.9167,8.9,69.1,63,95,7.18,light rain
512,Pundaguitan,PH,6.3711,126.1689,80.76,78,54,6.02,broken clouds
513,Benghazi,LY,32.1167,20.0667,66.7,49,100,23.78,overcast clouds
514,Gander,CA,48.9682,-54.5906,32.16,69,20,18.41,few clouds
515,Appleton,US,44.2619,-88.4154,39.94,49,75,34.52,broken clouds
516,Port Dover,CA,42.7834,-80.1997,55.2,51,2,19.44,clear sky
517,Takoradi,GH,4.8845,-1.7554,81.21,83,91,11.52,light rain
518,Maldonado,UY,-34.6667,-54.9167,58.39,76,0,6.6,clear sky
519,Aasiaat,GL,68.7098,-52.8699,2.19,96,90,4.79,overcast clouds
520,Elliot,ZA,-31.3333,27.85,54.45,66,83,5.95,broken clouds
521,Nome,US,64.5011,-165.4064,38.1,75,100,12.66,overcast clouds
522,Cumberland,US,35.0502,-78.8664,82.9,48,40,18.41,scattered clouds
523,Wladyslawowo,PL,54.7909,18.4009,52.02,95,100,9.86,overcast clouds
524,Vung Tau,VN,10.346,107.0843,81.18,80,60,7.9,light rain
525,Cayenne,GF,4.9333,-52.3333,82.09,1,75,12.66,broken clouds
526,Norfolk,US,42.1668,-71.2495,58.98,83,100,8.05,overcast clouds
527,Kysyl-Syr,RU,63.8986,122.7617,20.39,97,100,3.31,overcast clouds
528,Macusani,PE,-14.0833,-70.4333,44.35,71,49,3.33,scattered clouds
529,Santa Cruz,BO,-17.8,-63.1667,73.45,64,75,10.36,broken clouds
530,Lakatoro,VU,-16.0999,167.4164,83.95,72,17,9.46,few clouds
531,Taitung,TW,22.7583,121.1444,70.07,100,75,2.3,light intensity drizzle
532,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.69,93,34,3.74,scattered clouds
533,Karpathos,GR,35.507,27.2132,57.16,62,100,3.44,overcast clouds
534,Roald,NO,62.5833,6.1333,43.32,81,0,6.91,clear sky
535,Inhambane,MZ,-23.865,35.3833,77.86,86,99,9.22,overcast clouds
536,Kenora,CA,49.8167,-94.4337,23.97,93,100,6.91,overcast clouds
537,Snyder,US,32.7179,-100.9176,83.08,14,0,14.97,clear sky
538,Vila Velha,BR,-20.3297,-40.2925,78.75,90,40,6.91,scattered clouds
539,Mvomero,TZ,-6.25,38.6667,72.01,98,99,4.36,overcast clouds
540,Sobolevo,RU,54.4299,31.8996,41.36,70,91,5.77,overcast clouds
541,Lampang,TH,18.3333,99.5,83.86,62,3,2.17,clear sky
542,Ocala,US,29.1872,-82.1401,83.98,67,40,5.75,scattered clouds
543,Agua Verde,MX,22.9,-106.05,82.49,56,96,11.7,overcast clouds
544,Svencionys,LT,55.15,26.1667,47.57,73,100,5.1,overcast clouds
545,Lucapa,AO,-8.4192,20.7447,67.24,93,100,1.95,light rain
546,Humberto De Campos,BR,-2.5983,-43.4611,76.95,91,100,4.63,overcast clouds
547,Bethlehem,BR,-1.4558,-48.5044,77.04,94,40,4.61,light rain
548,Kameoka,JP,35.0,135.5833,59.68,92,100,6.49,overcast clouds
549,Mackay,AU,-21.15,149.2,76.68,67,47,16.2,scattered clouds
550,Sri Aman,MY,1.2376,111.4621,77.05,94,100,0.0,overcast clouds
551,Mantua,IT,45.1667,10.7833,58.24,70,17,3.0,few clouds
552,Road Town,VG,18.4167,-64.6167,78.89,73,40,13.8,scattered clouds
553,Xining,CN,36.6167,101.7667,37.04,85,100,1.9,overcast clouds
554,Akdepe,TM,42.0551,59.3788,64.49,40,100,7.99,overcast clouds
555,Cerasu,RO,45.3167,26.0333,46.47,71,3,2.8,clear sky
556,Ionia,US,42.9873,-85.0711,46.6,38,100,27.63,overcast clouds
557,Tamandare,BR,-8.7597,-35.1047,79.9,76,8,10.71,clear sky
558,Manali,IN,13.1667,80.2667,84.29,83,100,8.52,overcast clouds
559,Paamiut,GL,61.994,-49.6678,23.07,81,93,29.39,overcast clouds
560,Port Hawkesbury,CA,45.6169,-61.3485,46.35,76,0,8.05,clear sky
561,Dudinka,RU,69.4058,86.1778,27.25,86,100,15.23,overcast clouds
562,Baft,IR,29.234,56.6057,60.67,32,74,10.8,broken clouds
563,Biak,ID,-0.9131,122.8766,76.71,83,99,2.44,overcast clouds
564,Bay Roberts,CA,47.5999,-53.2648,35.06,69,62,5.99,broken clouds
565,Aja,EG,30.9415,31.2915,52.16,75,0,6.76,clear sky
566,Pangody,RU,65.85,74.4859,33.91,99,100,12.03,overcast clouds
567,Tucuma,BR,-0.1833,-50.05,77.25,90,100,5.44,overcast clouds
568,Mazagao,BR,-0.115,-51.2894,84.25,92,99,4.7,overcast clouds
569,Marsh Harbour,BS,26.5412,-77.0636,76.98,75,37,13.09,scattered clouds
570,Viedma,AR,-40.8135,-62.9967,63.41,41,0,9.84,clear sky
571,Bara,NG,10.3744,10.7288,87.62,48,94,13.51,overcast clouds
572,Araouane,ML,18.9048,-3.5265,83.62,9,1,8.9,clear sky
573,Frontera,MX,26.9333,-101.45,83.95,45,75,9.22,broken clouds
574,Bongandanga,CD,1.5,21.05,68.43,98,99,0.98,overcast clouds
575,Southbridge,US,42.0751,-72.0334,70.86,76,100,7.2,moderate rain
576,Aklavik,CA,68.2191,-135.0107,6.8,61,75,8.05,broken clouds
577,Hofn,IS,64.2539,-15.2082,46.0,99,100,14.09,moderate rain
578,Murgab,TM,37.4966,61.9714,66.07,52,29,9.22,scattered clouds
579,Pionerskiy,RU,54.9508,20.2275,46.24,89,100,8.99,overcast clouds
580,Enid,US,36.3956,-97.8784,73.02,20,0,21.85,clear sky
581,Wanning,CN,18.8003,110.3967,76.35,92,39,6.02,scattered clouds
582,Pisco,PE,-13.7,-76.2167,68.05,77,0,21.85,clear sky
583,Santa Fe,AR,-31.6333,-60.7,66.97,57,0,3.85,light rain
584,Luba,GQ,3.4568,8.5547,79.83,82,67,2.01,broken clouds
585,Usinsk,RU,65.9939,57.5281,25.9,85,99,20.2,overcast clouds
586,Nador,MA,35.174,-2.9287,62.85,55,0,3.44,clear sky
587,Kamphaeng Phet,TH,16.25,99.5,80.22,59,4,2.06,clear sky
588,Cabinda,AO,-5.55,12.2,78.12,90,100,3.29,light rain
589,Nouadhibou,MR,20.931,-17.0347,64.38,77,0,16.11,sand
590,Hobyo,SO,5.3505,48.5268,81.99,75,64,12.77,broken clouds
591,Mareeba,AU,-17.0,145.4333,70.52,92,100,4.25,overcast clouds
592,Aliwal North,ZA,-30.6937,26.7114,58.41,57,75,4.38,broken clouds
593,Belfast,GB,54.5833,-5.9333,49.82,87,100,8.05,overcast clouds
594,Jiwani,PK,25.05,61.7417,79.77,79,1,4.65,clear sky
595,Ijui,BR,-28.3878,-53.9147,62.62,72,0,7.43,clear sky
596,Lodwar,KE,3.1191,35.5973,86.18,48,99,17.47,overcast clouds
597,Blankenberge,BE,51.3131,3.1323,51.39,75,94,3.8,overcast clouds
598,Bandar,ID,2.05,99.75,73.45,96,97,1.86,overcast clouds
599,Morondava,MG,-20.2833,44.2833,77.85,75,93,4.88,overcast clouds
600,Leningradskiy,RU,69.3833,178.4167,10.42,92,98,11.92,overcast clouds
601,Gari,RU,59.4307,62.3497,41.95,96,70,1.59,broken clouds
602,Najran,SA,17.4924,44.1277,72.25,45,12,6.22,few clouds
603,Maputo,MZ,-25.9653,32.5892,73.08,88,20,3.44,few clouds
604,Bayburt,TR,40.2589,40.2278,31.6,72,40,1.54,scattered clouds
605,Catamarca,AR,-28.4696,-65.7852,69.78,37,20,8.01,few clouds
606,Voznesenye,RU,61.0106,35.4781,34.02,100,100,1.86,snow
607,Alta Floresta,BR,-9.8756,-56.0861,75.16,91,93,2.42,overcast clouds
608,Bontang,ID,0.1333,117.5,76.5,91,100,4.5,overcast clouds
609,Goshogawara,JP,40.8044,140.4414,43.21,90,100,8.84,overcast clouds
610,Inta,RU,66.0317,60.1659,26.13,85,100,22.55,overcast clouds
611,Moree,AU,-29.4667,149.85,62.62,67,0,1.14,clear sky
612,Mao,ES,39.8885,4.2658,57.76,82,0,12.66,clear sky
613,Slupca,PL,52.2873,17.8719,52.2,81,100,7.43,overcast clouds
614,Corner Brook,CA,48.9667,-57.9484,42.96,91,22,2.93,few clouds
615,Bonavista,CA,48.6499,-53.1147,30.69,83,27,18.84,scattered clouds
616,Mount Gambier,AU,-37.8333,140.7667,55.31,76,100,6.91,overcast clouds
617,Rabak,SD,13.1809,32.74,92.08,18,46,9.1,scattered clouds
618,Colares,PT,38.7992,-9.4469,58.28,78,0,23.0,clear sky
619,Ekhabi,RU,53.5102,142.9671,25.99,76,46,6.8,scattered clouds
620,Lexington,US,37.9887,-84.4777,62.6,33,0,12.66,clear sky
621,Mercedes,AR,-34.6515,-59.4307,62.78,47,0,6.08,clear sky
622,Huilong,CN,31.8111,121.655,52.93,83,100,16.44,overcast clouds
623,Kachug,RU,53.9606,105.8817,30.56,75,100,3.76,overcast clouds
624,Santiago Del Estero,AR,-27.7951,-64.2615,66.65,45,0,5.59,clear sky
625,Havoysund,NO,70.9963,24.6622,32.23,67,66,10.02,broken clouds
626,Jumla,NP,29.2747,82.1838,44.26,70,8,4.32,clear sky
627,Norden,DE,53.6,7.2,46.15,77,76,13.24,broken clouds
628,Luau,AO,-10.7073,22.2247,65.77,94,98,3.85,overcast clouds
629,Netivot,IL,31.4222,34.5886,55.74,65,0,6.67,clear sky
630,Tadine,NC,-21.55,167.8833,79.99,83,100,13.09,overcast clouds
631,Ca Mau,VN,9.1769,105.15,77.9,91,62,3.8,broken clouds
632,Awbari,LY,26.5921,12.7805,87.64,11,100,17.6,overcast clouds
633,Elko,US,41.0002,-115.5012,48.06,61,100,15.99,overcast clouds
634,Carbondale,US,37.7273,-89.2168,65.05,30,0,16.11,clear sky
635,Inirida,CO,3.8653,-67.9239,78.78,90,100,3.78,moderate rain
636,Zarate,AR,-34.0981,-59.0286,61.84,54,0,4.0,clear sky
637,Fereydun Kenar,IR,36.6864,52.5225,53.58,77,100,4.18,overcast clouds
638,Leh,IN,34.1667,77.5833,33.8,52,81,4.05,broken clouds
639,Owando,CG,-0.4819,15.8999,69.91,98,92,2.68,overcast clouds
640,Yarada,IN,17.65,83.2667,81.18,86,52,11.23,broken clouds
641,Oro Valley,US,32.3909,-110.9665,83.77,5,12,5.01,few clouds
642,Chissamba,AO,-12.1667,17.3333,61.68,92,97,2.33,light rain
643,Florence,IT,43.7667,11.25,60.76,69,0,4.61,clear sky
644,Muisne,EC,0.6,-80.0333,77.63,83,87,8.01,overcast clouds
645,Blind River,CA,46.1834,-82.9582,42.91,55,47,12.44,scattered clouds
646,Sisimiut,GL,66.9395,-53.6735,12.27,79,72,13.94,broken clouds
647,Blackwater,AU,-23.5833,148.8833,69.06,55,0,9.91,clear sky
648,Camana,PE,-16.6228,-72.7111,68.41,78,56,8.19,broken clouds
649,Lakes Entrance,AU,-37.8811,147.981,58.89,69,77,5.86,broken clouds
650,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,40,75,22.37,broken clouds
651,Merauke,ID,-8.4667,140.3333,78.91,84,99,4.74,overcast clouds
652,Ketchikan,US,55.3422,-131.6461,44.58,34,0,5.86,clear sky
653,Turukhansk,RU,65.8167,87.9833,33.98,92,100,13.58,overcast clouds
654,Caernarfon,GB,53.1413,-4.2702,53.4,72,75,8.01,broken clouds
655,Matagami,CA,49.7502,-77.6328,44.71,93,100,6.91,overcast clouds
656,Ngorongoro,TZ,-3.2397,35.4875,51.42,97,95,4.76,overcast clouds
657,Juneau,US,58.3019,-134.4197,46.4,23,20,14.97,few clouds
658,Obihiro,JP,42.9172,143.2044,34.32,85,100,1.07,overcast clouds
659,Khandbari,NP,27.3747,87.2039,68.0,44,7,6.02,clear sky
660,Atambua,ID,-9.1061,124.8925,74.08,88,94,1.63,overcast clouds
661,Auki,SB,-8.7676,160.7034,82.87,71,83,4.54,broken clouds
662,Ozark,US,37.0209,-93.206,65.28,36,5,3.0,clear sky
663,Kavaratti,IN,10.5669,72.642,82.11,75,30,5.53,scattered clouds
664,Uva,RU,56.9908,52.1852,43.72,98,100,12.06,moderate rain
665,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,18.41,few clouds
666,Lidkoping,SE,58.5052,13.1577,41.02,92,100,13.06,light rain
667,Qui Nhon,VN,13.7667,109.2333,75.76,91,50,2.42,scattered clouds
668,Awjilah,LY,29.1081,21.2869,73.38,18,70,21.03,broken clouds
669,Longkou,CN,37.6508,120.3286,46.74,67,46,17.49,scattered clouds
670,Tondano,ID,1.3038,124.9112,69.89,92,80,0.65,broken clouds
671,Salme,NP,28.0369,85.0942,57.49,40,12,8.88,few clouds
672,Sebeta,ET,8.9167,38.6167,61.0,66,78,2.98,broken clouds
673,Pochutla,MX,15.7432,-96.4661,90.82,49,10,8.61,clear sky
674,Churapcha,RU,62.0025,132.4325,24.4,87,100,10.4,overcast clouds
675,Puerto Escondido,MX,15.85,-97.0667,86.83,70,0,9.22,clear sky
676,Quelimane,MZ,-17.8786,36.8883,80.55,89,20,8.05,few clouds
677,Porto Belo,BR,-27.1578,-48.5531,69.75,70,9,16.26,clear sky
678,Dhidhdhoo,MV,6.8833,73.1,83.88,74,77,8.01,broken clouds
679,Mabaruma,GY,8.2,-59.7833,77.22,80,56,6.31,broken clouds
680,Sampit,ID,-2.5333,112.95,73.81,96,100,0.65,overcast clouds
681,Jiaozuo,CN,35.2397,113.2331,53.69,44,100,2.3,light rain
682,Lee,US,26.567,-81.8831,84.24,72,20,14.97,few clouds
683,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,77,75,19.57,broken clouds
684,Yatou,CN,37.15,122.3833,44.64,72,20,9.86,few clouds
685,Pringsewu,ID,-5.3582,104.9744,72.48,97,77,1.32,broken clouds
686,Ostrovnoy,RU,68.0531,39.5131,14.23,95,93,6.4,overcast clouds
687,Brae,GB,60.3964,-1.353,42.96,79,100,9.62,overcast clouds
688,Komsomolskiy,UZ,40.4272,71.7189,59.72,55,0,6.91,clear sky
689,Bokoro,TD,12.3807,17.0568,90.86,35,40,12.62,scattered clouds
690,Gobabis,NA,-22.45,18.9667,70.57,28,82,7.25,broken clouds
691,Kalanchak,UA,46.2562,33.2907,46.99,85,5,4.41,clear sky
692,Mangan,IN,27.5167,88.5333,63.88,70,16,7.85,few clouds
693,Gagra,GE,43.3283,40.2239,43.72,87,100,11.9,overcast clouds
694,Orocue,CO,4.7912,-71.3354,92.68,40,98,5.39,overcast clouds
695,Lishan,CN,31.8576,113.2951,53.73,54,100,10.65,light rain
